,qid1,qid2,question1,question2,is_duplicate
1257,25852,19272,"Under Chicago School economics, will monopolies naturally go away?",Is Libertarianism for or against antitrust laws?,1
1258,19280,352,Is Libertarianism in favor of intellectual property rights?,Can copyright be interpreted as a liberal economic policy?,1
1259,23097,352,How can a libertarian oppose private property such as cookies?,Can copyright be interpreted as a liberal economic policy?,1
1260,19280,25858,Is Libertarianism in favor of intellectual property rights?,How would a libertarian government deal with intellectual property?,1
1261,19280,25858,Is Libertarianism in favor of intellectual property rights?,How would a libertarian government deal with intellectual property?,1
1262,19355,15781,What powers does a Whip actually have to force MP's to vote their way?,Why is an MP required to comply with a Three Line Whip?,1
1263,19355,15781,What powers does a Whip actually have to force MP's to vote their way?,Why is an MP required to comply with a Three Line Whip?,1
1264,39619,15781,Could a UK political party place a Three Line Whip on all votes in Parliament?,Why is an MP required to comply with a Three Line Whip?,1
1265,19390,19380,Has Angela Merkel suggested a decline in relations between EU and USA at NATO summit in 2017?,What are Trump's incentives for withdrawing from the Paris Climate Agreement?,1
1266,19456,19380,What was the point of the Paris Climate Agreement if all targets are self-determined and non-binding?,What are Trump's incentives for withdrawing from the Paris Climate Agreement?,1
1267,19648,19380,What does the US Withdrawing from the Paris Accords actually do to US Law?,What are Trump's incentives for withdrawing from the Paris Climate Agreement?,1
1268,19648,19380,What does the US Withdrawing from the Paris Accords actually do to US Law?,What are Trump's incentives for withdrawing from the Paris Climate Agreement?,1
1269,19446,8623,Vote weighting based on fiscal contribution,Countries where rich people have more votes?,1
1270,19469,16538,Are there any Economic/Political Sanctions for withdrawing from Paris agreement?,What are repercussions for the US if they fail to meet the target set out in the Paris agreement?,1
1271,19511,19514,Has an election ever been called off due to a terror attack?,Is there a legal way to postpone or call off a general election in the UK due to concerns one way or another?,1
1272,19643,19514,"In theory, can an extra election be cancelled once called?",Is there a legal way to postpone or call off a general election in the UK due to concerns one way or another?,1
1273,19643,19514,"In theory, can an extra election be cancelled once called?",Is there a legal way to postpone or call off a general election in the UK due to concerns one way or another?,1
1274,47702,19514,Can the UK general election be cancelled?,Is there a legal way to postpone or call off a general election in the UK due to concerns one way or another?,1
1275,47702,19514,Can the UK general election be cancelled?,Is there a legal way to postpone or call off a general election in the UK due to concerns one way or another?,1
1276,19514,19511,Is there a legal way to postpone or call off a general election in the UK due to concerns one way or another?,Has an election ever been called off due to a terror attack?,1
1277,19519,14218,Can the POTUS perform a mass-pardon for those who meet certain criteria?,Could a US President abuse their pardon powers to unilaterally make laws?,1
1278,24098,14218,Why does the pardon of Arpaio show contempt for the rule of law?,Could a US President abuse their pardon powers to unilaterally make laws?,1
1279,44043,14218,What checks exist against overuse of presidential pardons in the USA?,Could a US President abuse their pardon powers to unilaterally make laws?,1
1280,19540,19177,Why does Donald Trump seem to help raising of the tension between US and UK?,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",1
1281,23937,19177,Why are most terrorists kind of .... ineffective?,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",1
1282,24304,19177,Why does the US not just accept North Korea's nuclear ambitions and attempt to mend relationships?,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",1
1283,25175,19177,What is the difference between war and terrorism?,"Why does ISIS continue to do things to make their ""enemy"" even more determined to go after them?",1
1284,19627,18932,What are the cons for Universal Basic Income being a solution to automation?,What kinds of policies are arising as automation dissolves more unskilled jobs?,1
1285,19628,18359,Does polling during election campaigns bias policy selection or affect voter turnout?,To what extent do election polls affect the election results?,1
1286,19628,18359,Does polling during election campaigns bias policy selection or affect voter turnout?,To what extent do election polls affect the election results?,1
1287,19644,19626,Is the California-China environmental agreement legal under the Logan Act?,Why would California sign an agreement with China?,1
1288,19653,11344,Are future UK parliaments (i.e. election this week) bound by decisions of previous parliaments regarding the Brexit vote (among other things)?,Must the UK leave the EU?,1
1289,19653,11344,Are future UK parliaments (i.e. election this week) bound by decisions of previous parliaments regarding the Brexit vote (among other things)?,Must the UK leave the EU?,1
1290,20519,11344,What is the EU stance on letting the UK stay in the single market after they leave the EU?,Must the UK leave the EU?,1
1291,40057,11344,Is there a law that makes a higher than 50 result on referendum binding?,Must the UK leave the EU?,1
1292,19655,14494,Can faulty election results unseat a sitting US President?,"If Russia hacked the 2016 election, how or why can we proceed with inaugurating Trump?",1
1293,19655,14494,Can faulty election results unseat a sitting US President?,"If Russia hacked the 2016 election, how or why can we proceed with inaugurating Trump?",1
1294,19655,16551,Can faulty election results unseat a sitting US President?,What would happen if vote tallies were discovered to be changed?,1
1295,19655,16551,Can faulty election results unseat a sitting US President?,What would happen if vote tallies were discovered to be changed?,1
1296,24738,16551,Pence as president?,What would happen if vote tallies were discovered to be changed?,1
1297,24738,16551,Pence as president?,What would happen if vote tallies were discovered to be changed?,1
1298,19677,19456,"Since the Paris Agreement wasn't ratified by the Senate, did it ever have any legal power within the US?",What was the point of the Paris Climate Agreement if all targets are self-determined and non-binding?,1
1299,35671,19456,Does breaking a Paris climate vow result in sanctions by the UN?,What was the point of the Paris Climate Agreement if all targets are self-determined and non-binding?,1
1300,19708,18226,Why haven't national elections in some countries devolved into a two-party system despite having an FPTP voting system?,Why are there exceptions to Duverger's Law?,1
1301,19708,18226,Why haven't national elections in some countries devolved into a two-party system despite having an FPTP voting system?,Why are there exceptions to Duverger's Law?,1
1302,19713,19341,Why is India gradually becoming a Hindu country?,Why is the government of India probing Dr Zakir Naik for connection with terrorism after 26 years?,1
1303,19716,19719,What power does the Queen have in the event of a Hung Parliament?,What is a Hung Parliament?,1
1304,19754,19719,Can UK Parliament reject an unpopular Prime Minister?,What is a Hung Parliament?,1
1305,19766,19719,What could the conservatives do if a deal is not met with the DUP?,What is a Hung Parliament?,1
1306,19734,19754,"Can a party form a coalition with BOTH Labour and Conservatives in parallel? If so, who wins?",Can UK Parliament reject an unpopular Prime Minister?,1
1307,19749,19734,How binding are coalition agreements in UK parliament?,"Can a party form a coalition with BOTH Labour and Conservatives in parallel? If so, who wins?",1
1308,19754,19716,Can UK Parliament reject an unpopular Prime Minister?,What power does the Queen have in the event of a Hung Parliament?,1
1309,19765,19696,What can happen to President Trump in light of Comey's hearing?,Are personal memos official accounts of events?,1
1310,19767,19023,Do perjury as well as obstruction of justice both have the same consequences for the POTUS?,Did Donald Trump break any laws by asking James Comey to end the Michael Flynn investigation?,1
1311,19767,15634,Do perjury as well as obstruction of justice both have the same consequences for the POTUS?,"If at some point President Trump was impeached, what would it take to actually be removed?",1
1312,19805,19485,How long is the U.S. tax code and why can't we shorten it?,Why does US seem to have such a convoluted tax code?,1
1313,19805,19485,How long is the U.S. tax code and why can't we shorten it?,Why does US seem to have such a convoluted tax code?,1
1314,41916,19485,Would taxing land be more simple than taxing income?,Why does US seem to have such a convoluted tax code?,1
1315,19814,19838,"If Puerto Rico becomes the 51st U.S state, would the U.S flag be altered to include 51 stars?",Who decides which US Flag design will be used when additional states are admitted?,1
1316,19838,19814,Who decides which US Flag design will be used when additional states are admitted?,"If Puerto Rico becomes the 51st U.S state, would the U.S flag be altered to include 51 stars?",1
1317,32442,19814,How would the United States of America grant Puerto Rico statehood?,"If Puerto Rico becomes the 51st U.S state, would the U.S flag be altered to include 51 stars?",1
1318,19853,19572,How large of an effect did the internet regulation proposed by the conservative manifesto have on the election?,How would even more internet regulation hinder terrorism?,1
1319,19870,12732,Can Catalonia enter the EU after its independence from Spain?,Would the Spanish People's Party have the capacity to veto Scotland's entry to the EU while governing in minority?,1
1320,19870,11462,Can Catalonia enter the EU after its independence from Spain?,"Under EU law, can Scotland remain or be re-admitted to the EU after Brexit while still a part of the UK?",1
1321,19912,18340,What are Theresa May's views on LGBTQ+ rights?,Theresa May and Jeremy Corbyn's viewpoint on Same-sex marriage,1
1322,19959,15101,"What stops the United States from becoming ""undemocratic""?",Why do some people say Cenk Uygur's wolfPAC won't work?,1
1323,20012,2834,What laws would an anarchical country have?,How are quarrels managed according to anarchism?,1
1324,20063,19751,"Who would be elected Prime Minister if the winning party was ""Independent""?",How come Lord Buckethead could stand for election pseudonymously?,1
1325,20112,20104,Can a US citizen sue CIA for sponsoring the coup in Iran?,Can Iran sue US for the coup or its results?,1
1326,20112,9823,Can a US citizen sue CIA for sponsoring the coup in Iran?,Can I sue the government for not enforcing criminal laws?,1
1327,20140,20020,Is there a country in which the parliamentary majority issued a no confidence vote against its own government soon after being confirmed?,Is there a precedent for a governing party to start a motion of no confidence against itself?,1
1328,20140,20020,Is there a country in which the parliamentary majority issued a no confidence vote against its own government soon after being confirmed?,Is there a precedent for a governing party to start a motion of no confidence against itself?,1
1329,20153,11603,To what extent should a country be able to decide what it is called in other languages?,Who decides on state names in foreign languages?,1
1330,20153,10701,To what extent should a country be able to decide what it is called in other languages?,"Does anyone want Ukraine to be called ""the Ukraine""?",1
1331,20153,10701,To what extent should a country be able to decide what it is called in other languages?,"Does anyone want Ukraine to be called ""the Ukraine""?",1
1332,20165,12538,Why is Trump creating more pressure on Pakistan?,Why do China and Pakistan have such a strong bond?,1
1333,20165,19528,Why is Trump creating more pressure on Pakistan?,How has Pakistan managed to defeat the US in Afghanistan?,1
1334,20169,16485,What evidence is there to suggest that higher-educated people vote left-wing?,Is educational attainment is correlated to political voting?,1
1335,46687,16485,Why is there a strong link between education and voting Remain?,Is educational attainment is correlated to political voting?,1
1336,20169,383,What evidence is there to suggest that higher-educated people vote left-wing?,Does an increase in education cause an increase in the probability of voting?,1
1337,20355,18444,Have any cities managed to reduce the inflow of tourists during good economic periods?,Have any cities (with a good economy) managed to prevent rapid increases in real estate costs?,1
1338,20376,16678,Can California really ban their residents from traveling to states without LGBT protections?,Can Florida ban Trump from visiting?,1
1339,20380,18262,Can the UK Parliament introduce a constitution that would be legally binding to future parliaments?,"Given the principle of Parliamentary Sovereignty in the United Kingdom, how would the UK go about adopting a written constitutional settlement?",1
1340,20380,18262,Can the UK Parliament introduce a constitution that would be legally binding to future parliaments?,"Given the principle of Parliamentary Sovereignty in the United Kingdom, how would the UK go about adopting a written constitutional settlement?",1
1341,20458,11501,What are the benefits of being inside the EEA but outside the EU?,Is joining the Schengen area a prerequisite for the UK to rejoin EFTA?,1
1342,20518,8065,What age is truly necessary for somebody to run for an elected position in California?,"Can you vote in a primary election in California if you will be 17 during the primary, but 18 during the general election?",1
1343,20519,11575,What is the EU stance on letting the UK stay in the single market after they leave the EU?,Why is the EU wishing to punish the UK instead of listening their detractors and seeking dialogue?,1
1344,42098,11575,Is the EU 'punishing' the UK for Brexit? How so?,Why is the EU wishing to punish the UK instead of listening their detractors and seeking dialogue?,1
1345,20531,19776,British parliamentary election results in convenient spreadsheet form,"Sortable table or spreadsheet with full, detailed 2017 UK General Election results for every constituency",1
1346,20561,14582,Effect of Fair Representation Act,What arguments are there against ranked-choice voting?,1
1347,27611,14582,Presidential Election via STV?,What arguments are there against ranked-choice voting?,1
1348,41399,14582,What drawbacks are there in preferential voting?,What arguments are there against ranked-choice voting?,1
1349,41399,14582,What drawbacks are there in preferential voting?,What arguments are there against ranked-choice voting?,1
1350,20602,7850,"How people in the US think about media, especially CNN?",What is the purpose of political-based movies and games produced/directed/made in the U.S?,1
1351,20683,1536,Why are the G20 summit protests in Hamburg so violent?,Why are demonstrations in the EU more violent and massive than in the US?,1
1352,20687,19490,What stops any nation/country from leaving the UN?,Could a large nation leave and be successful outside of the UN?,1
1353,20708,19703,"What does Russian ""Meddling"" mean?",What is the evidence for the Trump/Russia investigation?,1
1354,20708,19703,"What does Russian ""Meddling"" mean?",What is the evidence for the Trump/Russia investigation?,1
1355,29902,19703,Why was President Trump heavily criticized for congratulating Putin on winning the election?,What is the evidence for the Trump/Russia investigation?,1
1356,20708,18504,"What does Russian ""Meddling"" mean?",What is the rationale for foreign interference in a democratic election being intrinsically bad?,1
1357,21763,21811,How does Donald Trump Jr. benefit from releasing the e-mails he released?,Why is it a problem for Trump Jr to have met with Russians?,1
1358,21779,16178,Does it usually backfire if a presidential candidate challenges an incumbent from their own party?,Could a Party Choose Not to Nominate an Incumbent?,1
1359,21779,16178,Does it usually backfire if a presidential candidate challenges an incumbent from their own party?,Could a Party Choose Not to Nominate an Incumbent?,1
1360,21779,14041,Does it usually backfire if a presidential candidate challenges an incumbent from their own party?,Did the candidacy of Ross Perot swing the 1992 presidential election?,1
1361,21786,18468,How do some countries make political laws against the burka but not against nun habits?,"Why are (proposals for) islamic garment bans focussed on the burqa, when the niqāb is far more common?",1
1362,21786,19861,How do some countries make political laws against the burka but not against nun habits?,Why are face covering ban policies being proposed?,1
1363,21847,11507,If the independence vote in Catalunya is successful. What are the possible outcomes?,Was it illegal for Spain to declare the Catalan independence referendum illegal?,1
1364,24809,11507,Would Article 5 of NATO apply in case Catalonia attempts to secede from Spain by force?,Was it illegal for Spain to declare the Catalan independence referendum illegal?,1
1365,25214,11507,Can Spain be suspended from the EU?,Was it illegal for Spain to declare the Catalan independence referendum illegal?,1
1366,21855,2634,Is christian communism a real political system?,Is it necessary for a communist to be an atheist?,1
1367,21855,2634,Is christian communism a real political system?,Is it necessary for a communist to be an atheist?,1
1368,21855,10485,Is christian communism a real political system?,How can a classless society exist with religion,1
1369,21871,8488,Can states nullify the president's pardoning power by making federal offenses state offenses?,Does a state have a right to criminalize someone's illegal presence within their borders?,1
1370,21914,364,Is there a recommended number of representatives in European democratic countries?,Is there an optimal size of a parliament?,1
1371,25493,364,Why is the new German parliament 12  bigger?,Is there an optimal size of a parliament?,1
1372,21930,19987,"After Brexit, can the UK deal with individual countries of the EU?",No deal Brexit : How is it going to help UK to create new trade deals?,1
1373,24878,19987,Why would it be considered advantageous to negotiate ones own trade treaties?,No deal Brexit : How is it going to help UK to create new trade deals?,1
1374,32084,19987,What do the Brexiters want when they talk about striking new trade deals,No deal Brexit : How is it going to help UK to create new trade deals?,1
1375,32084,19987,What do the Brexiters want when they talk about striking new trade deals,No deal Brexit : How is it going to help UK to create new trade deals?,1
1376,21953,8521,"Why is ""In God We Trust"" written on US currency?",Why Does USA Have So Many Religious References?,1
1377,21953,8521,"Why is ""In God We Trust"" written on US currency?",Why Does USA Have So Many Religious References?,1
1378,35719,8521,"Isn't acknowledging the existence of God, as a state, a contradiction of the separation of Church and State?",Why Does USA Have So Many Religious References?,1
1379,22003,21884,Is 'identity politics' vs 'freedom of speech' a valid dichotomy?,What is 'critical theory' in terms of restriction of free speech?,1
1380,23116,23093,"Has the text of McConnell's ""skinny repeal"" bill been released?",Have any Republican senators announced they'll oppose the motion to proceed on 2017-07-26?,1
1381,23122,14194,What did Ehud Olmert mean by these statements on a two state solution for Israel?,"What did Kerry mean with ""Israel can either be Jewish or democratic – it cannot be both""?",1
1382,23122,14194,What did Ehud Olmert mean by these statements on a two state solution for Israel?,"What did Kerry mean with ""Israel can either be Jewish or democratic – it cannot be both""?",1
1383,37713,14194,What approaches are advocated for a greater Mongolia given that ethnic Mongols might be a minority?,"What did Kerry mean with ""Israel can either be Jewish or democratic – it cannot be both""?",1
1384,23145,23081,"What are the measures that define an ""independent media""?",Are all communist countries run by dictators?,1
1385,23206,23116,Why did John McCain fly all the way to Washington after brain surgery just to vote no?,"Has the text of McConnell's ""skinny repeal"" bill been released?",1
1386,23206,23175,Why did John McCain fly all the way to Washington after brain surgery just to vote no?,"Why don't Senate Republicans just pass a blank bill instead of ""skinny repeal""?",1
1387,23260,23184,"Does the US Senate still have the option to pass some form of healthcare bill through the budget reconciliation, during this fiscal year?",Is the Affordable Care Act safe after the Republicans failed to repeal it?,1
1388,23336,2269,"As of August 2017, what would it take for Bernie Sanders to assume the presidency of the United States?",How can a bill pass the US Senate by a vote of 3-0?,1
1389,23383,20421,How do Libertarian political thinkers address self harm?,Are Libertarians for or against prohibitions on insider trading?,1
1390,23383,3285,How do Libertarian political thinkers address self harm?,"How do Libertarians address the case of ""I sold my soul to the company store""?",1
1391,23383,15752,How do Libertarian political thinkers address self harm?,Would it be justified for a libertarian state to ban certain religious schools?,1
1392,23422,14433,What is the purpose of the North Korea sanctions?,Do sanctions really serve their purpose?,1
1393,23453,23319,Can POTUS prevent Congress from overriding a veto by ignoring a bill?,Is there any time limit that the President has to obey when speaking of signing a law?,1
1394,23463,18508,Why won't the Western countries block Chinese websites in retaliation for China blocking American and European online services?,Why don't Western countries penalize Chinese companies in the same way that China restricts Western companies working on its territory?,1
1395,23463,18508,Why won't the Western countries block Chinese websites in retaliation for China blocking American and European online services?,Why don't Western countries penalize Chinese companies in the same way that China restricts Western companies working on its territory?,1
1396,32582,18508,What were Trump's specific accusations justifying imposing tariffs against China?,Why don't Western countries penalize Chinese companies in the same way that China restricts Western companies working on its territory?,1
1397,23485,23099,"Are there any developed countries where the government doesn't spend money on sports, theaters, museums and other forms of entertainment?",Are there any major countries without agricultural subsidies?,1
1398,23518,1527,Is firing an ICBM legal?,How high must a craft fly in order to not be in foreign airspace?,1
1399,23524,23993,Why would North Korea attack the United States or a neighboring country with nuclear weapons?,Why doesn't North Korea just silently build their nuclear weapons?,1
1400,23529,21836,What is Doklam's strategic importance for India and China?,In what ground are Indian troops in Doklam against China right now?,1
1401,23529,21836,What is Doklam's strategic importance for India and China?,In what ground are Indian troops in Doklam against China right now?,1
1402,23538,23268,Why doesn't PRC help install a new leadership or stage a coup to preserve DPRK -- or even take it over altogether before the US does?,Have the US or Chinese governments indicated a point at which they would invade North Korea?,1
1403,23550,23472,"Why does EU consider linking the ""rule of law"" to payments?",Why does Poland receive more in gross and (far more in) net EU funding than any other member state?,1
1404,23595,23627,Why does the United States call Japan an ally?,Is Japan still bound by the terms of its surrender in WWII?,1
1405,23617,23621,What is the cost of standing for election in the USA?,Do any states require a resignation in order to run for office?,1
1406,23621,23617,Do any states require a resignation in order to run for office?,What is the cost of standing for election in the USA?,1
1407,23639,13119,Private ownership of productive resources as basis for existence of social classes?,How do these differ: Politics vs Political Science vs Political Philosophy vs Political Theory?,1
1408,25662,13119,What connects successful enterpreneurs and populism?,How do these differ: Politics vs Political Science vs Political Philosophy vs Political Theory?,1
1409,23643,23652,What are the main arguments against White Nationalism?,Are there any notable white nationalists that aren't white supremacists?,1
1410,23707,23538,Why would China object to a US-friendly Korea on their border?,Why doesn't PRC help install a new leadership or stage a coup to preserve DPRK -- or even take it over altogether before the US does?,1
1411,23738,3347,"Is enfranchisement the answer to the middle east problem, or is dictatorship necessary for stability in the region?",Does banning of anti-democratic parties violate principles of democracy?,1
1412,23760,23631,Why isn't Japan criticized for its refugee policies as much as other developed countries are?,Why do refugees come to Japan?,1
1413,24050,23631,What are the Realpolitik benefits in taking in refugees from the perspective of Europe?,Why do refugees come to Japan?,1
1414,23887,16597,Why are Americans more scared of terrorism than other more common death causes?,The disproportionate impact of terrorism upon policy and public opinion,1
1415,23893,9605,What is the point of the twenty-second amendment?,Could Bill Clinton have won a third term?,1
1416,23955,8941,Why does India want Kashmir so much?,"Why do governments still assume that ""the more land, the better""?",1
1417,23966,14395,Can Julian Assange leave the Ecuadorian embassy after Sweden dropped the investigation against him?,Why does Assange fear Sweden will extradite him to the USA?,1
1418,23975,14328,"If presidents are impeached and removed from office, how are they forced out?",What happens after impeachment?,1
1419,24028,9198,"Could the second amendment be, well, amended?",Can the US government repeal or remove an article or amendment from the Constitution?,1
1420,24028,9198,"Could the second amendment be, well, amended?",Can the US government repeal or remove an article or amendment from the Constitution?,1
1421,24050,23760,What are the Realpolitik benefits in taking in refugees from the perspective of Europe?,Why isn't Japan criticized for its refugee policies as much as other developed countries are?,1
1422,24063,10159,Does the president have any real power over the budget in the US?,In the US how much power does the President have over the budget?,1
1423,24063,10159,Does the president have any real power over the budget in the US?,In the US how much power does the President have over the budget?,1
1424,27873,10159,Why does the President propose a budget?,In the US how much power does the President have over the budget?,1
1425,24095,23799,What is the point of congress censuring a US president?,Why would Congress want to censure Trump and what would that mean exactly for America,1
1426,24116,23345,"What has North Korea achieved, by firing a missile over Japan?",Why is the USA threatened by ballistic missiles from North Korea?,1
1427,24143,23722,For what stated reasons (not opinion) is classical communism antagonistic towards the bourgeoisie more than the aristocracy?,Which redesigned policies have enabled China to survive the 1989-91 global communist crisis and prosper even while remaining a 'Communist State'?,1
1428,48223,23722,Is Communism intrinsically Authoritarian?,Which redesigned policies have enabled China to survive the 1989-91 global communist crisis and prosper even while remaining a 'Communist State'?,1
1429,24212,23643,What are the main arguments made for White Nationalism?,What are the main arguments against White Nationalism?,1
1430,24288,23515,"Why is North Korean behaviour often described as ""provocative""?",What is North Korea trying to achieve with its belligerence toward the US and others,1
1431,24288,23481,"Why is North Korean behaviour often described as ""provocative""?",What are Kim Jong Un's stated foreign policy goals?,1
1432,24304,14138,Why does the US not just accept North Korea's nuclear ambitions and attempt to mend relationships?,How people in US and UK think about selling weapons to Saudi-Arabia?,1
1433,24304,10469,Why does the US not just accept North Korea's nuclear ambitions and attempt to mend relationships?,Why does the US still have military bases in Japan and South Korea?,1
1434,24367,11485,Why is President Trump ending the DACA program so controversial?,Why has there been so much opposition to DACA and to the Dreamers?,1
1435,24404,10274,Why does the US engage with North Korea,Does the U.S. have any remaining economic or diplomatic ties with North Korea?,1
1436,24404,24304,Why does the US engage with North Korea,Why does the US not just accept North Korea's nuclear ambitions and attempt to mend relationships?,1
1437,33382,24304,Why doesn't the USA allow all countries to have nuclear weapons?,Why does the US not just accept North Korea's nuclear ambitions and attempt to mend relationships?,1
1438,24430,24466,Trump's recent siding with the democrats on 3 months debt extension - trying to understand a few things,"How do Democrats ""gain leverage"" by a three month debt limit increase?",1
1439,24466,24430,"How do Democrats ""gain leverage"" by a three month debt limit increase?",Trump's recent siding with the democrats on 3 months debt extension - trying to understand a few things,1
1440,24584,24430,"Trump and Democrats ""deals""",Trump's recent siding with the democrats on 3 months debt extension - trying to understand a few things,1
1441,24475,20664,Why is having border controls in Ireland so problematic for Irish nationalists?,Why don't Sinn Féin take their seats in the UK parliament?,1
1442,34217,20664,Is it possible to live as a British/Canadian/Australian while openly disavowing the Monarchy?,Why don't Sinn Féin take their seats in the UK parliament?,1
1443,38104,20664,How did Theresa May remain PM after her Brexit deal was rejected?,Why don't Sinn Féin take their seats in the UK parliament?,1
1444,39522,20664,Could Sinn Fein swing any Brexit vote in Parliament?,Why don't Sinn Féin take their seats in the UK parliament?,1
1445,24512,23780,Why are Weapon Restriction Laws considered Liberal?,"Are ""left leaning"" and ""liberal"" the same?",1
1446,27502,23780,Are there currently sensible differences between european socialist and green parties?,"Are ""left leaning"" and ""liberal"" the same?",1
1447,24535,21847,What are plausible possible outcomes after the Catalan referendum?,If the independence vote in Catalunya is successful. What are the possible outcomes?,1
1448,24535,21847,What are plausible possible outcomes after the Catalan referendum?,If the independence vote in Catalunya is successful. What are the possible outcomes?,1
1449,24589,18324,Why has Israel not acknowledged or denied its nuclear weapons?,Why is Israel refusing to let the International Atomic Energy Agency inspect their facilities?,1
1450,24609,20490,Why do US tech companies honor rulings by the EU when they don't have jurisdiction?,What politically can be done to compel global compliance by Google?,1
1451,30509,20490,How are GDPR fines actually enforced for US companies with no physical presence in the EU?,What politically can be done to compel global compliance by Google?,1
1452,47266,20490,To what extent can a government control satellite internet compared to internet from a local ISP?,What politically can be done to compel global compliance by Google?,1
1453,24636,18619,Has Dalai Lama achieved any practical improvements for the people of Tibet?,"How close is China to completing the ""cultural genocide"" of Tibet, as alleged by Dalai Lama and human rights groups?",1
1454,31938,18619,Does the right to self-determination trump the requirement to accept refugees in international law?,"How close is China to completing the ""cultural genocide"" of Tibet, as alleged by Dalai Lama and human rights groups?",1
1455,24654,18312,"What are the benefits for Ireland to have a separate language, rather than exclusively relying on English?",Why haven't any new constitutional amendments been ratified in the US since 1971?,1
1456,26581,18312,Why do Americans care so much about their constitution?,Why haven't any new constitutional amendments been ratified in the US since 1971?,1
1457,24680,14874,Was Saddam ever a US ally?,What made Saddam Hussein believe that he could get away with the Kuwait invasion?,1
1458,24685,21930,Can EU countries establish free trade agreements with the UK post Brexit?,"After Brexit, can the UK deal with individual countries of the EU?",1
1459,24685,21930,Can EU countries establish free trade agreements with the UK post Brexit?,"After Brexit, can the UK deal with individual countries of the EU?",1
1460,24706,34637,Why don't all countries attempt to get rid of all nuclear weapons?,Why do the US and Russia not seem to support INF anymore?,1
1461,24740,24758,"Does this argument against healthcare as a right not apply to a ""speedy and public trial""?","In social contract theory, is there anything which may not be included in an agreement?",1
1462,24769,24706,"If all the countries had Nuclear Weapons, would that stop all wars?",Why don't all countries attempt to get rid of all nuclear weapons?,1
1463,24770,24741,Does the UN have any internal safeguards applying to its resolutions?,Can a UN member be penalized for threatening the destruction of another member?,1
1464,24783,16314,Where can I find the document that rescinded DACA?,Where can I find the text of the DACA action?,1
1465,24786,24098,Where can I find the text of Joe Arpaio's Presidential Pardon?,Why does the pardon of Arpaio show contempt for the rule of law?,1
1466,24804,24789,What motives do those supporting gun control assign to the NRA?,What is the motivation for the NRA,1
1467,24809,18164,Would Article 5 of NATO apply in case Catalonia attempts to secede from Spain by force?,Is NATO obliged to invoke Article 5 if one of its members attacks another member?,1
1468,24813,8571,What purpose do anti-Polygamy laws serve?,Are democracy strongly linked to monogamy?,1
1469,24934,9107,To what degree do Americans think of Europe as a singular political and cultural entity?,Why didn't anyone at Volkswagen blow the whistle?,1
1470,24967,2339,Where can I get official election results for the house for a given year,"Database of all US federal, state and county elections and candidates",1
1471,24967,2339,Where can I get official election results for the house for a given year,"Database of all US federal, state and county elections and candidates",1
1472,24990,26607,What is the advantage of changing from 7 tax brackets to 3?,What are the advantages or disadvantages in reducing the number of Federal Income Tax brackets,1
1473,24990,26607,What is the advantage of changing from 7 tax brackets to 3?,What are the advantages or disadvantages in reducing the number of Federal Income Tax brackets,1
1474,25007,19119,Why is there always a tension between Saudi Arabia and Iran?,Why does the U.S. still consider Iran an enemy and not a potential partner?,1
1475,25010,18824,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,Why doesn't the Indian government hold a referendum in Kashmir?,1
1476,25394,18824,To what extent do Kashmiri people desire independence?,Why doesn't the Indian government hold a referendum in Kashmir?,1
1477,48163,18824,Principle of territorial self-determination,Why doesn't the Indian government hold a referendum in Kashmir?,1
1478,25010,8957,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,Why do the Spanish government not organize a national referendum for Catalonia independence?,1
1479,25022,8957,"In what way is the Catalan referendum illegal, rather than inconsequential, under Spanish law?",Why do the Spanish government not organize a national referendum for Catalonia independence?,1
1480,25025,25010,Why bother stopping people from voting?,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,1
1481,25025,25010,Why bother stopping people from voting?,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,1
1482,25736,25010,Why is there a problem in Spain in the first place?,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,1
1483,25736,25010,Why is there a problem in Spain in the first place?,Why would Madrid be so insistent on preventing the Catalonian independence referendum?,1
1484,25034,9249,Why do some Catalans want to become independent?,What are the main policy differences between Spain and (hoped-for) Catalonia?,1
1485,25068,25063,Why are outlier events not a reason to take action?,"What is meant by ""politicizing"" an event and how to avoid it?",1
1486,25076,25127,When is an act considered domestic terrorism in regards to US policy?,Under what circumstances are military personnel not combatants?,1
1487,25127,25076,Under what circumstances are military personnel not combatants?,When is an act considered domestic terrorism in regards to US policy?,1
1488,25175,25076,What is the difference between war and terrorism?,When is an act considered domestic terrorism in regards to US policy?,1
1489,25131,24820,Why would non-native Catalan speakers vote to leave Spain?,What proportion of the electorate in Catalonia speaks Catalan natively?,1
1490,25131,25145,Why would non-native Catalan speakers vote to leave Spain?,Are there secessionist movements in regions which lack a distinct language or dialect?,1
1491,25206,10318,Are there any heads of state who are dual citizens?,Must a US presidential candidate renounce any other citizenship?,1
