,qid1,qid2,question1,question2,is_duplicate
1307,76350,15156,Limit order precedence when there are two sellers,How do exchanges match limit orders?,1
1308,76350,15156,Limit order precedence when there are two sellers,How do exchanges match limit orders?,1
1309,76424,15156,Is it possible to sell a stock at a higher value than the market price?,How do exchanges match limit orders?,1
1310,79801,15156,Can a limit order be fullfilled with a better price than offered?,How do exchanges match limit orders?,1
1311,79801,15156,Can a limit order be fullfilled with a better price than offered?,How do exchanges match limit orders?,1
1312,84684,15156,How do exchanges handle overflowing market orders,How do exchanges match limit orders?,1
1313,86763,15156,"Best price or exact match, How market order would be matched when all are limit orders?",How do exchanges match limit orders?,1
1314,86763,15156,"Best price or exact match, How market order would be matched when all are limit orders?",How do exchanges match limit orders?,1
1315,89231,15156,Why did my stop limit get executed?,How do exchanges match limit orders?,1
1316,90720,15156,How Market Price works?,How do exchanges match limit orders?,1
1317,91961,15156,Is it possible to place an order that is conditional on another order being executed?,How do exchanges match limit orders?,1
1318,92012,15156,Bought stock at higher price than current price,How do exchanges match limit orders?,1
1319,92028,15156,"How is the spread devided between buyer, seller and market maker?",How do exchanges match limit orders?,1
1320,92028,15156,"How is the spread devided between buyer, seller and market maker?",How do exchanges match limit orders?,1
1321,92058,15156,How are buys executed?,How do exchanges match limit orders?,1
1322,92058,15156,How are buys executed?,How do exchanges match limit orders?,1
1323,95606,15156,My stock's limit sell order should have filled at a higher price,How do exchanges match limit orders?,1
1324,97943,15156,Would a market buy order execute at a ridiculous ask price?,How do exchanges match limit orders?,1
1325,16642,13169,What would be the value of this fictitious company using the value investing philosophy?,Any specific examples of company valuations according to Value Investing philosophy?,1
1326,16863,4281,How frequently should I request additional credit?,Is there a downside to asking for a credit increase?,1
1327,17028,16992,Starting off as an investor,First time investor and online brokerage accounts,1
1328,23867,16992,Where can I buy bonds and other securities other than stocks?,First time investor and online brokerage accounts,1
1329,17056,97599,401k Contributions + Employer Match be greater than Maximum Contribution?,"Can a year-end true-up employer match exceed the 401(k) maximum contribution, in which case the employee would past of their 401(k) contributions?",1
1330,17096,16531,Advice on low-risk long-term strategy for extra cash?,What is a low-risk strategy for parking savings funds to be used later as a home downpayment?,1
1331,17184,16897,"meaning of ""differing bought and sold value of shares traded;"" ""money flows into vs out of"" a stock","What does ""more buyers than sellers"" in technical analysis of stocks actually mean?",1
1332,70384,16897,"Supply & Demand - How Price Changes, Buy Orders vs Sell Orders","What does ""more buyers than sellers"" in technical analysis of stocks actually mean?",1
1333,70384,16897,"Supply & Demand - How Price Changes, Buy Orders vs Sell Orders","What does ""more buyers than sellers"" in technical analysis of stocks actually mean?",1
1334,85807,16897,Buy orders increase price of stock? Sell orders decreased price of stock?,"What does ""more buyers than sellers"" in technical analysis of stocks actually mean?",1
1335,85807,16897,Buy orders increase price of stock? Sell orders decreased price of stock?,"What does ""more buyers than sellers"" in technical analysis of stocks actually mean?",1
1336,90720,16897,How Market Price works?,"What does ""more buyers than sellers"" in technical analysis of stocks actually mean?",1
1337,18193,7764,Buying a home - whether to pay large downpayment or invest funds elsewhere?,Importance of liquidity in emergency fund?,1
1338,74934,7764,Any reason to hold large amounts of cash over bonds?,Importance of liquidity in emergency fund?,1
1339,79586,7764,The most appropriate ways to keep money ready for emergencies?,Importance of liquidity in emergency fund?,1
1340,18257,15097,Guaranteed way to accept payment?,Cashing a fishy cheque addressed to someone else,1
1341,62584,15097,When can I be sure a questionable check has cleared?,Cashing a fishy cheque addressed to someone else,1
1342,18303,18268,How can one offset exposure created by real-estate purchase?,How can one hedge against property price change when buying a home?,1
1343,21827,18268,How can I hedge against local home value?,How can one hedge against property price change when buying a home?,1
1344,18315,8748,Funds in closed bank account have gone to the government,"UK - Closed Company, Bank has frozen the remaining funds",1
1345,18377,15032,Payroll reimbursments,Who maintains receipt for employee expense reimbursements?,1
1346,18390,71777,How to transfer large sum from out of country to USA?,"What happens if one brings more than 10,000 USD with them into the US?",1
1347,18417,18280,Stock broker's profit margin & criteria,How much do brokerages pay exchanges per trade?,1
1348,18417,18280,Stock broker's profit margin & criteria,How much do brokerages pay exchanges per trade?,1
1349,18417,18401,Stock broker's profit margin & criteria,What do brokerage firms do?,1
1350,18417,18401,Stock broker's profit margin & criteria,What do brokerage firms do?,1
1351,18428,16910,ESPP strategy - Sell right away or hold?,How much percent of my salary should I use to invest in company stock?,1
1352,18432,16360,Can I get my savings from my mom's bank now that I'm 18?,What kind of account should we open for a young child who was given some money?,1
1353,18434,14169,How can I verify that a broker I found online is legitimate?,Are the sellers selling pre-IPO shares over these websites legitimate or fake?,1
1354,18495,7848,Penalties for cashing out on a SIMPLE IRA early,Options for a Simple IRA when leaving a job: Leave as is or roll it over?,1
1355,78176,7848,What are my options for leaving a job with a Simple IRA within the 2-year period?,Options for a Simple IRA when leaving a job: Leave as is or roll it over?,1
1356,18579,18559,How does paying off one of two mortgages affect my credit score?,Should I pay off investment property mortgage,1
1357,18600,18601,Properly calculating personal taxes,How to base my income tax bracket?,1
1358,18601,18585,How to base my income tax bracket?,Could a 401k or IRA contribution switch my current taxable income to a lower tax bracket? is this the same for traditional and Roth 401k?,1
1359,18679,12142,How do I fix my credit score when I have bad things in my credit history?,What can I realistically do to raise my credit score?,1
1360,18679,873,How do I fix my credit score when I have bad things in my credit history?,"Are there advantages to getting a ""secured"" credit card, if you have poor credit?",1
1361,18741,43169,Can I negotiate to have a credit card interest fee waived?,"If I pay the balance due, will I pay no interest in that month?",1
1362,18773,18231,Ideas about Gold Investment,"Pros & cons of buying gold directly vs. investing in a gold ETF like GLD, IAU, SGOL?",1
1363,18773,18231,Ideas about Gold Investment,"Pros & cons of buying gold directly vs. investing in a gold ETF like GLD, IAU, SGOL?",1
1364,55952,18231,Is it better to have gold cfd contract or real bullion gold bars?,"Pros & cons of buying gold directly vs. investing in a gold ETF like GLD, IAU, SGOL?",1
1365,55952,18231,Is it better to have gold cfd contract or real bullion gold bars?,"Pros & cons of buying gold directly vs. investing in a gold ETF like GLD, IAU, SGOL?",1
1366,18791,482,Can limits be placed by a merchant on which currency notes are accepted as legal tender?,"It is legal for a retailer/store or other business to refuse $50 & $100 bills or other legal tender, e.g. pennies?",1
1367,18791,482,Can limits be placed by a merchant on which currency notes are accepted as legal tender?,"It is legal for a retailer/store or other business to refuse $50 & $100 bills or other legal tender, e.g. pennies?",1
1368,74196,482,In what cases can a business refuse to take cash?,"It is legal for a retailer/store or other business to refuse $50 & $100 bills or other legal tender, e.g. pennies?",1
1369,18805,18499,Am I financially ready to move out with my boyfriend?,What are the primary expenses I should account for in my budget upon college graduation?,1
1370,22491,18499,"Is there a country that uses the term ""dollar"" for currency without also using ""cents"" as fractional monetary units?",What are the primary expenses I should account for in my budget upon college graduation?,1
1371,23034,18499,In your 20s how much money should you have and how to properly use & manage it?,What are the primary expenses I should account for in my budget upon college graduation?,1
1372,23696,18499,Where does most of a salary go?,What are the primary expenses I should account for in my budget upon college graduation?,1
1373,18831,5957,"My bonus is taxed at a higher rate than my regular paychecks, so should I contribute 100 of my bonus to 401k?",Using bonus in a tax-efficient way with my 401k account?,1
1374,18861,18449,Can my employer limit my maximum 401k contribution amount (below the IRS limit)?,Non-qualified Savings Plan vs. 401(k) for Highly Compensated Employee,1
1375,18861,20758,Can my employer limit my maximum 401k contribution amount (below the IRS limit)?,401k Catch up Provision - Limits on timing?,1
1376,18879,14046,Investing in REITs - VGSIX vs VNQ,What is the difference between shares and ETF?,1
1377,26988,14046,Are there any consequences for investing in Vanguard's Admiral Shares funds instead of ETF's in a Roth IRA?,What is the difference between shares and ETF?,1
1378,18895,14040,Are individual allowed to use accrual based accounting for federal income tax?,What are the tax implications for doing accounting on the cash vs the accrual method?,1
1379,18930,5548,How do you go about calculating how much you need after retirement?,How much money do I need to have saved up for retirement?,1
1380,55260,5548,"Is my ""retire young"" strategy a sensible one?",How much money do I need to have saved up for retirement?,1
1381,19012,19035,"Can a F1 student file, as a non-resident, a joint tax return with US Citizen wife","F1 student, as a non-resident, filing married separate tax return with US Citizen wife",1
1382,19111,19035,Can the alien husband of a US Citizen choose to file as a non-resident,"F1 student, as a non-resident, filing married separate tax return with US Citizen wife",1
1383,19112,19035,Locating a CPA/EA who is well versed in non-resident taxes,"F1 student, as a non-resident, filing married separate tax return with US Citizen wife",1
1384,19116,19035,Effect of community state laws on Married Filing Separately filing status,"F1 student, as a non-resident, filing married separate tax return with US Citizen wife",1
1385,21597,19035,Is it possible to not pay self employment taxes on income reported in box 7 of 1099-MISC,"F1 student, as a non-resident, filing married separate tax return with US Citizen wife",1
1386,19035,19129,"F1 student, as a non-resident, filing married separate tax return with US Citizen wife",Are there tax implication on buying US stock while on a job transfer?,1
1387,19071,2301,Best software to import finances,What are the best software tools for personal finance?,1
1388,19071,2301,Best software to import finances,What are the best software tools for personal finance?,1
1389,80590,2301,"For an individual, what's the point of using a money management tool like GNUCash?",What are the best software tools for personal finance?,1
1390,80590,2301,"For an individual, what's the point of using a money management tool like GNUCash?",What are the best software tools for personal finance?,1
1391,19111,19012,Can the alien husband of a US Citizen choose to file as a non-resident,"Can a F1 student file, as a non-resident, a joint tax return with US Citizen wife",1
1392,19118,11700,Software to roll up funds distributed across multiple bank accounts,Should I have separate savings accounts for various savings goals?,1
1393,20524,11700,How to automate and streamline saving for multiple large purchases?,Should I have separate savings accounts for various savings goals?,1
1394,19124,19169,Over how much time should I dollar-cost-average my bonus from cash into mutual funds?,Is there any reason at all to have a traditional IRA if you already have a 401k and earn more than a certain amount?,1
1395,19154,11485,Can I convert a traditional IRA to ROTH pre April 2013 and have it matter for 2012,Can I convert my traditional IRA to a Roth IRA in 2011?,1
1396,19259,3461,How to calculate the total managing/transaction/etc costs of an index ETF and an index mutual funds?,What differentiates index funds and ETFs?,1
1397,71914,3461,Pros and cons of investing in a cheaper vs expensive index funds that track the same index,What differentiates index funds and ETFs?,1
1398,117323,3461,Clarification about ETFs and Index Funds with regards to sell operations,What differentiates index funds and ETFs?,1
1399,117323,3461,Clarification about ETFs and Index Funds with regards to sell operations,What differentiates index funds and ETFs?,1
1400,19259,758,How to calculate the total managing/transaction/etc costs of an index ETF and an index mutual funds?,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1401,36240,758,Vanguard ETF vs mutual fund,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1402,41725,758,Why would I pick a specific ETF over an equivalent Mutual Fund?,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1403,65785,758,How do I invest in the S&P 500?,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1404,71250,758,"When looking at a mutual fund, how can you tell if it is a traditional fund or an ETF?",What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1405,73245,758,Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1406,85206,758,Indian equivalent of Vanguard S&P 500,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1407,107087,758,Are bond index funds a safe way to save for a mortgage down payment?,What are the important differences between mutual funds and Exchange Traded Funds (ETFs)?,1
1408,20262,13123,To decrease spread cost with a currency account in exchange of currencies,Money transfer to the U.K,1
1409,30412,13123,Using a FOREX platform to actually change money,Money transfer to the U.K,1
1410,20315,18482,How can I build up my credit history when I have nearly none,What's the fastest way I can raise my credit score from nothing?,1
1411,20328,19118,Separating money in bank account without opening another account,Software to roll up funds distributed across multiple bank accounts,1
1412,20335,11029,Investing in US Markets from India,How can I trade in U.S stock exchange living in India by choosing the broker in U.S?,1
1413,20335,11029,Investing in US Markets from India,How can I trade in U.S stock exchange living in India by choosing the broker in U.S?,1
1414,20376,1621,What are the advantages or disadvantages of paying off student loans early?,Paying off student loans early/lump sum -- best practices?,1
1415,20376,1621,What are the advantages or disadvantages of paying off student loans early?,Paying off student loans early/lump sum -- best practices?,1
1416,78640,1621,Should I pay off my student loan in the UK before getting a mortgage?,Paying off student loans early/lump sum -- best practices?,1
1417,109657,1621,Student loan tax deductions when married filing jointly in United States,Paying off student loans early/lump sum -- best practices?,1
1418,20383,2932,How to take care of pension funds if career is spread over many different countries?,Wandering EU worker: Pension / retirement fund if working in multiple countries?,1
1419,20385,22394,Why does the biotechnology industry have such a high PE ratio?,Why would analysts recommend buying companies with negative net income?,1
1420,20422,20411,How is money held in escrow for a home purchase from a IRA treated by the IRS?,Can Roth IRA first time home buyer withdrawals be made up?,1
1421,21408,20411,Can you replace Roth IRA contributions that you withdrew?,Can Roth IRA first time home buyer withdrawals be made up?,1
1422,21408,20411,Can you replace Roth IRA contributions that you withdrew?,Can Roth IRA first time home buyer withdrawals be made up?,1
1423,20437,20342,Automating Certificate-of-Deposit purchases into a ladder-like scheme,Is there an investment vehicle that simplifies the work of setting up a bond or CD ladder?,1
1424,20445,14401,What laws/regulations are there regardings gifts in the form of large sums of money?,How to avoid having my father's down payment assistance get taxed as a gift,1
1425,24010,14401,"If I give my daughter $57K for her mortgage down payment and closing costs, will I owe taxes on the gift?",How to avoid having my father's down payment assistance get taxed as a gift,1
1426,44279,14401,Gifting Money for a downpayment,How to avoid having my father's down payment assistance get taxed as a gift,1
1427,54905,14401,"Gift Taxes , transferring money from USA to Philippines to my daughter",How to avoid having my father's down payment assistance get taxed as a gift,1
1428,72125,14401,Is giving my girlfriend money for her mortgage closing costs and down payment considered fraud?,How to avoid having my father's down payment assistance get taxed as a gift,1
1429,86344,14401,Receiving $30k from mother for house down payment,How to avoid having my father's down payment assistance get taxed as a gift,1
1430,86344,14401,Receiving $30k from mother for house down payment,How to avoid having my father's down payment assistance get taxed as a gift,1
1431,87861,14401,What are tax implications of sending USD 22000 to my brother's NRE account in India?,How to avoid having my father's down payment assistance get taxed as a gift,1
1432,20458,7647,Tax implications of restricted stock units,"What is my next step with investing, given a signing bonus of restricted stock units?",1
1433,89570,7647,Choosing tax-withholding method for restricted stock units,"What is my next step with investing, given a signing bonus of restricted stock units?",1
1434,20458,6129,Tax implications of restricted stock units,How should I report my RSUs in my tax return,1
1435,20527,77759,Capital gains on no-dividend stocks - a theoretical question,"Can I get a dividend ""free lunch"" by buying a stock just before the ex-dividend date and selling it immediately after?",1
1436,51976,77759,"If a stock doesn't pay dividends, then why is the stock worth anything?","Can I get a dividend ""free lunch"" by buying a stock just before the ex-dividend date and selling it immediately after?",1
1437,20530,20529,How should I calculate the opportunity cost of using a 401(k) loan?,How to deal with my job change & 401k loan that I can't fully pay back?,1
1438,75239,20529,Money withdrawal from 401K for the first time Home Buyer,How to deal with my job change & 401k loan that I can't fully pay back?,1
1439,20553,20326,Bid/ask spreads for index funds,,1
1440,20554,12728,What's the least risky investment for people in Europe?,Pros & cons of investing in gold vs. platinum?,1
1441,20580,5043,How can I donate money to the Canadian federal government?,Does it make any sense to directly contribute to reducing the US national debt?,1
1442,20636,17169,"If a company goes private, does it still count as a capital gain/loss?",What happens to public shareholders when a public stock goes private?,1
1443,46324,17169,"I own ASPIRO shares (Jay Z's new company). Now that it is going private, what about my shares?",What happens to public shareholders when a public stock goes private?,1
1444,98487,17169,Can non-accredited investor remain as a shareholder in private company?,What happens to public shareholders when a public stock goes private?,1
1445,20705,27898,Bill to expect after receiving basic emergency services at out-of-network hospital,Health care billing concerns,1
1446,20820,20771,Entropay Legitimacy and Validity,How to find out if a company is legit?,1
1447,20820,20771,Entropay Legitimacy and Validity,How to find out if a company is legit?,1
1448,20828,16606,Should I use a Roth 401K rather than 529 to save for children's college?,College Savings: Using available IRA vs establishing a 529 plan?,1
1449,20855,10694,Overpaying credit card to simulate a credit line increase?,Can I increase my credit limit by transferring money to my Credit Card account?,1
1450,20865,8801,"I'm 29, single, and healthy. Do I need life insurance?",When do I need life insurance?,1
1451,20865,10548,"I'm 29, single, and healthy. Do I need life insurance?",How can life insurance possibly work as investment?,1
1452,25017,10548,Whole life insurance - capped earnings,How can life insurance possibly work as investment?,1
1453,20957,1600,Is there a generally accepted term for fractions of Currency Units?,Currency values: Are there names for the parts before and after the decimal point?,1
1454,20998,20900,"Why is the dominant investing advice for individuals to use mutual funds, exchanged traded funds (ETFs), etc",Investment Portfolio Setup for beginner,1
1455,21050,21047,Do Square credit card readers allow for personal use?,Are Square credit card readers practical for individual use?,1
1456,21089,20993,Which scenario is better for getting rid of mortgage insurance faster?,PMI cancellation based on original mortgage amount,1
1457,23059,20993,Loan-with-PMI vs other loan: which is best to pay down,PMI cancellation based on original mortgage amount,1
1458,91792,20993,Can the PMI be dropped without refinancing based on home value increase?,PMI cancellation based on original mortgage amount,1
1459,21095,18748,How do I estimate the future level of my Roth IRA?,Is there a benefit to creating a donor advised fund to make charitable donations instead of simply donating to organizations each month?,1
1460,21690,18748,"I inherited financial assets like stocks, bonds, etc. What should I do with them?",Is there a benefit to creating a donor advised fund to make charitable donations instead of simply donating to organizations each month?,1
1461,21095,12537,How do I estimate the future level of my Roth IRA?,How feasible would it be to retire just maxing out a Roth IRA?,1
1462,21140,12569,Forex vs day trading for beginner investor,Day Trading introductory books,1
1463,21162,21022,"Plan to receive a lump sum, how to handle taxes and red flags?",How can I calculate the number of deductions I should use?,1
1464,21172,15491,Basic Info On Construction Loans,Questionable Home Loan/ Construction Agreement Clause,1
1465,58358,15491,Refinance a land loan into a mortgage loan,Questionable Home Loan/ Construction Agreement Clause,1
1466,21191,20705,Reducing cost of emergency room visit,Bill to expect after receiving basic emergency services at out-of-network hospital,1
1467,21227,22837,e-gold VAP - safe to use?,"ACH data for Deutsche Bank, Germany?",1
1468,21270,5048,"Rollover IRA: Open with my broker, with my bank, or other? How do I go about evaluating?",What is the difference between a Rollover IRA and a Roth IRA?,1
1469,21273,10991,do/can credit card companies track individual items purchased and their details?,How do credit card companies track your purchase categories?,1
1470,28937,10991,Category of purchases on credit card - can it affect credit rating?,How do credit card companies track your purchase categories?,1
1471,71766,10991,How can I find out what category a merchant falls into for my credit card's cashback program?,How do credit card companies track your purchase categories?,1
1472,71766,10991,How can I find out what category a merchant falls into for my credit card's cashback program?,How do credit card companies track your purchase categories?,1
1473,21310,12383,Do I have to pay a capital gains tax if I rebuy the same stock within 30 days?,Do I have to pay a capital gains tax if I rebuy different stocks?,1
1474,21315,21160,Why might it be a bad idea to invest 100 of your 401(k) into a stock index fund?,"If low-cost index funds are considered the best investment, why are there so many high-cost, managed funds?",1
1475,43010,21160,Retirement fund and Riester options for university teacher,"If low-cost index funds are considered the best investment, why are there so many high-cost, managed funds?",1
1476,46981,21160,Why isn't index fund investing (Bogleheads school) more commonplace?,"If low-cost index funds are considered the best investment, why are there so many high-cost, managed funds?",1
1477,46981,21160,Why isn't index fund investing (Bogleheads school) more commonplace?,"If low-cost index funds are considered the best investment, why are there so many high-cost, managed funds?",1
1478,100112,21160,Why invest in managed mutual funds?,"If low-cost index funds are considered the best investment, why are there so many high-cost, managed funds?",1
1479,100112,21160,Why invest in managed mutual funds?,"If low-cost index funds are considered the best investment, why are there so many high-cost, managed funds?",1
1480,21316,2368,Mortgage points vs. down payment: How should I look at the break even point?,What are points on a mortgage?,1
1481,81998,2368,Buying points on a mortgage,What are points on a mortgage?,1
1482,113244,2368,Do mortgage points get applied directly to the principal?,What are points on a mortgage?,1
1483,113244,2368,Do mortgage points get applied directly to the principal?,What are points on a mortgage?,1
1484,21316,2353,Mortgage points vs. down payment: How should I look at the break even point?,Should I pay points on my mortgage?,1
1485,81998,2353,Buying points on a mortgage,Should I pay points on my mortgage?,1
1486,21316,12805,Mortgage points vs. down payment: How should I look at the break even point?,"First Time Home Buyers - Down Payment, PMI and Points",1
1487,21433,21446,Do performers pay taxes on comped meals and hotels?,Are there taxes for exchanging goods in a barter transaction?,1
1488,23537,21446,Is buying or selling goods for gold or silver considered taxable?,Are there taxes for exchanging goods in a barter transaction?,1
1489,21435,21379,What are the advantages of an IRA over general investment accounts?,Moving money from my savings account to an IRA - why am I paying taxes on it?,1
1490,21533,20949,What is the minimum out-of-pocket amount I need to buy stock?,How do I make a small investment in the stock market? What is the minimum investment required?,1
1491,29820,20949,What should I consider when I try to invest my money today for a larger immediate income stream that will secure my retirement?,How do I make a small investment in the stock market? What is the minimum investment required?,1
1492,21567,9524,Is there an application or website where I can practice trading US stocks with virtual money?,Looking for a stock market simulation that's as close to the real thing as possible,1
1493,24088,9524,Incorporating real-world parameters into simulated(paper) trading,Looking for a stock market simulation that's as close to the real thing as possible,1
1494,21580,3571,"""Dispute"" Credit Report by pointing out debt that they don't show?",Is a bank obligated to report information on your credit report?,1
1495,21588,41649,How secure is payWave debit card compared to a chip-and-PIN one?,Does mechanically disabling payWave/PayPass by punching a hole formally invalidate the card?,1
1496,21681,3257,Where can I find quarterly earnings-per-share data for the major U.S. market indices?,Where can you find historical PEs of US indices?,1
1497,21694,21361,Does a total due tax of over $1000 automatically get placed in a quarterly payment plan?,Are paying tax vouchers required?,1
1498,21725,12788,How to choose a good tenant as a private landlord?,What to ask a tenant on a rental application to determine if their income is stable?,1
1499,21759,21140,What college degree should I pursue to learn about stock and forex markets?,Forex vs day trading for beginner investor,1
1500,21777,21501,ITIN-Issue-IRS requesting for original passport/Certified copies,ITIN Application - IRS requesting original passport,1
1501,21777,21501,ITIN-Issue-IRS requesting for original passport/Certified copies,ITIN Application - IRS requesting original passport,1
1502,102245,21501,Apply for ITIN before filing taxes,ITIN Application - IRS requesting original passport,1
1503,21807,3874,What is the best resource for determining a specific age-based asset allocation?,Is the Yale/Swenson Asset Allocation Too Conservative for a 20 Something?,1
1504,21882,13936,Tax questions - Working from India for US company,Indian citizen working from India as freelancer for U.S.-based company. How to report the income & pay tax in India?,1
1505,21886,94671,How do I build wealth?,Why isn't everybody rich?,1
1506,95064,94671,What happens if everyone buys S&P 500 index funds?,Why isn't everybody rich?,1
1507,99594,94671,Extra money - pay mortage or invest?,Why isn't everybody rich?,1
1508,116197,94671,If the market always goes up then why doesn't everybody invest and become rich?,Why isn't everybody rich?,1
1509,116197,94671,If the market always goes up then why doesn't everybody invest and become rich?,Why isn't everybody rich?,1
1510,21949,21830,Why bid and ask do not match the price at which the stock is being traded,Why is the bid-ask spread considered a cost?,1
1511,21963,21705,Can GoogleFinance access total return data?,Why pay for end-of-day historical prices?,1
1512,23882,21705,Is there an online service that provides public company information through a public API?,Why pay for end-of-day historical prices?,1
1513,22000,11215,"How does the process of ""assignment"" work for in-the-money Options?",Are underlying assets supposed to be sold/bought immediately after being bought/sold in call/put option?,1
1514,22050,15759,Why doesn't a mutual fund in my 401(k) have a ticker symbol?,Does the expense ratio of a fund-of-funds include the expense ratios of its holdings?,1
1515,32194,15759,"Pros/cons of replicating a ""fund of funds"" with its component funds in my IRA?",Does the expense ratio of a fund-of-funds include the expense ratios of its holdings?,1
1516,41384,15759,What are the fees in a targeted retirement fund?,Does the expense ratio of a fund-of-funds include the expense ratios of its holdings?,1
1517,64045,15759,Why invest in ETF's with high fees?,Does the expense ratio of a fund-of-funds include the expense ratios of its holdings?,1
1518,22136,14901,Comparing pre-tax versus post-tax health expenses?,Expensive Pre-Tax Health Plan or Cheaper After Taxes Private Insurance,1
1519,22189,21775,"When a merchant accepts bank wire transfers, how does the merchant know who has wired him the money?",How do wire transfers get settled?,1
1520,22241,6708,How do I calculate two standard deviations away from the stock price?,How can I remove the movement of the stock market as a whole from the movement in price of an individual share?,1
1521,22309,4921,Am I exposed to currency risk when I invest in shares of a foreign company that are listed domestically?,Is there extra risk in owning an ADR vs. the underlying stock?,1
1522,22330,18824,How is the dividend payment calculated when an asset is disposed on the ex date?,Question about ex-dividend date timing,1
1523,69246,18824,Who gets the dividend when a stock is bought/sold around the ex-dividend date?,Question about ex-dividend date timing,1
1524,69246,18824,Who gets the dividend when a stock is bought/sold around the ex-dividend date?,Question about ex-dividend date timing,1
1525,77759,18824,"Can I get a dividend ""free lunch"" by buying a stock just before the ex-dividend date and selling it immediately after?",Question about ex-dividend date timing,1
1526,93583,18824,Did the 2007 Domino's Pizza special dividend present an opportunity to make an (almost) riskless profit?,Question about ex-dividend date timing,1
1527,98230,18824,Short term dividend payout,Question about ex-dividend date timing,1
1528,98230,18824,Short term dividend payout,Question about ex-dividend date timing,1
1529,108969,18824,Stock markets and dividends: When exactly does one need to own shares to be entitled to the dividend?,Question about ex-dividend date timing,1
1530,108969,18824,Stock markets and dividends: When exactly does one need to own shares to be entitled to the dividend?,Question about ex-dividend date timing,1
1531,22348,11359,How to quickly track daily cash expenses that don't come with a receipt?,Logistics of managing the daily budget,1
1532,22348,13081,How to quickly track daily cash expenses that don't come with a receipt?,How will using a credit card for daily expenses instead of my debit card affect me?,1
1533,22485,22632,Building Credit with Credit Card,"Does high credit utilization, coupled with paying off my balance in full each month, increase my chances of an automatic credit limit increase?",1
1534,22506,20690,Why does heavy volume indicate the strength of a trend?,Stock exchanges using open outcry,1
1535,22506,5270,Why does heavy volume indicate the strength of a trend?,Effectiveness of technical analysis techniques: Any supporting studies?,1
1536,31002,5270,Do technical indicators actually work while analyzing stocks?,Effectiveness of technical analysis techniques: Any supporting studies?,1
1537,56258,5270,Evidence for Technical Analysis,Effectiveness of technical analysis techniques: Any supporting studies?,1
1538,56258,5270,Evidence for Technical Analysis,Effectiveness of technical analysis techniques: Any supporting studies?,1
1539,90422,5270,Is this the proof that Technical Analysis does not work?,Effectiveness of technical analysis techniques: Any supporting studies?,1
1540,22524,30504,Getting around Gift Tax in US,How do you declare an interest free loan?,1
1541,54933,30504,What are the tax etc. implications of giving a friend's company an interest free loan?,How do you declare an interest free loan?,1
1542,67385,30504,"When transferring money between two parties, under what circumstances is it considered taxable income?",How do you declare an interest free loan?,1
1543,22525,14337,My parent claimed me as a dependent on their 2012 taxes. Do I have to claim their income on my FAFSA?,FAFSA: Do I still report my parents' income if I am not claimed as dependent?,1
1544,22536,22537,Best S&P 500 index tracker available in EU countries?,How do euro hedged index funds work?,1
1545,22537,22309,How do euro hedged index funds work?,Am I exposed to currency risk when I invest in shares of a foreign company that are listed domestically?,1
1546,22610,2302,"Is it more tax advantageous to add an owner to a car in the event of a death, over inheriting?",How is an inheritance taxed in the United States?,1
1547,22702,4791,"Does an RRSP loan provide any benefit, vs. simply making monthly RRSP contributions?",What is the difference between 401(k) accounts in the U.S. and RRSPs in Canada?,1
1548,22711,44745,Receiving online payments without disclosing my name and home address?,Credit card with no card holder names on it,1
1549,115032,44745,Paying by credit-card online without transmitting your real name (in Europe)? (state authorities tracking/verification are no problem),Credit card with no card holder names on it,1
1550,22758,22552,Does the Fed keeping interest rates low stimulate investment in the stock market and other investments?,"What do people mean when they talk about the central bank providing ""cheap money""? What are the implications for the stock market?",1
1551,22762,22774,What are the tax implications of selling an investment property?,How can I reduce the amount of tax I will pay on the sale of an investment property?,1
1552,22792,18849,How can OTC scams affect you?,What are the indicators a stock is part of a pump and dump scheme?,1
1553,39004,18849,How can I report pump and dump scams?,What are the indicators a stock is part of a pump and dump scheme?,1
1554,22856,16999,Is it safer to send credit card number via unsecured website form or by e-mail? What safer options are there?,Virtual (one-time) card number expiration period,1
1555,23458,16999,Do any banks issue one-per-vendor credit card aliases / unique numbers?,Virtual (one-time) card number expiration period,1
1556,22873,2911,Tips for negotiating a rent increase (as a renter),How does one effectively negotiate rent?,1
1557,22891,12430,"U.S. citizen, working for U.S. company, living in Mexico: Where do I pay taxes?",What taxes to pay when working for a US company remotely from Europe?,1
1558,22917,22929,"Why would I want a diversified portfolio, versus throwing my investments into an index fund?","What software and make charts, screen stocks, like in this answer?",1
1559,22917,20998,"Why would I want a diversified portfolio, versus throwing my investments into an index fund?","Why is the dominant investing advice for individuals to use mutual funds, exchanged traded funds (ETFs), etc",1
1560,22926,22891,American living abroad and not working for an American company - tax reporting and bank accounts,"U.S. citizen, working for U.S. company, living in Mexico: Where do I pay taxes?",1
